Group_Number,Group_Description,Inventory_Code,PLU_Number,Description,UnitsPerCase,SupplierStockCode,SOH,Cases,Units,CASESCARTONS,Min_Stock,Max_Stock,OnOrder,DAYSSTOCK,REORDERQTY,ReorderCases,ReorderUnits,REORDERCASESCARTONS,SUMOFQTY_7,SUMOFSALES_7,SUMOFSALESEX_7,SUMOFCOST_7,SUMOFQTY_28,SUMOFSALES_28,SUMOFSALESEX_28,SUMOFCOST_28
17,ICE CREAMS,9908,9908,MAGNUM WHITE 100ML,20,32019416,0.000,0,0,0/0,0.000,0.000,80.000,0.000,0.000,0,0,-4/0,0.000,0.000,0.000,0.000,7.000,30.800,28.000,23.030
17,ICE CREAMS,2454,2454,SPLICE PINE LIME 57ML,32,68409365,53.000,1,21,1/21,0.000,0.000,0.000,1484.000,0.000,0,21,-1/21,1.000,2.500,2.273,2.010,1.000,2.500,2.273,2.010
19,PROTEIN,24132,24132,BC NOUR BALL PRO BRY COCO 40G,12,4347,3.000,0,3,0/3,0.000,0.000,0.000,21.000,0.000,0,3,0/3,3.000,11.700,10.637,6.450,4.000,15.600,14.182,8.600
19,PROTEIN,24133,24133,BC NOUR BALL PRO CHOC HZL 40G,12,997252,17.000,1,5,1/5,0.000,0.000,0.000,238.000,0.000,0,5,-1/5,2.000,7.800,7.091,4.300,2.000,7.800,7.091,4.300
19,PROTEIN,24135,24135,BC NOUR BALL PRO PMNT C/CH 40G,12,997639,1.000,0,1,0/1,0.000,0.000,0.000,28.000,0.000,0,1,0/1,0.000,0.000,0.000,0.000,1.000,3.900,3.546,2.150
19,PROTEIN,1106,1106,BOUNCE BALL COCO MAC 40G,12,25675,37.000,3,1,3/1,0.000,0.000,0.000,207.200,0.000,0,1,-3/1,3.000,10.800,9.818,6.210,5.000,18.400,16.728,10.350
19,PROTEIN,1105,1105,BOUNCE BALL PEANUT 40G,12,25672,42.000,3,6,3/6,0.000,0.000,0.000,1176.000,0.000,0,6,-3/6,0.000,0.000,0.000,0.000,1.000,4.000,3.636,2.070
19,PROTEIN,17869,17869,BSC PRO BAR RCKY RD 60G,12,21960,1.000,0,1,0/1,0.000,0.000,12.000,2.800,0.000,0,1,-1/1,0.000,0.000,0.000,0.000,10.000,50.000,45.455,36.300
19,PROTEIN,23843,23843,GRENADE PRO BAR CRML CHAOS 60G,12,24351,3.000,0,3,0/3,0.000,0.000,0.000,4.421,0.000,0,3,0/3,10.000,55.000,50.000,31.700,19.000,104.500,95.000,60.230
19,PROTEIN,23842,23842,GRENADE PRO BAR PNB 60G,12,24350,0.000,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,0,0/0,0.000,0.000,0.000,0.000,12.000,66.000,60.000,38.040
19,PROTEIN,17315,17315,LENNY&LARRY CKIE CH/CHIP 113G,12,28108,3.000,0,3,0/3,0.000,0.000,48.000,4.421,0.000,0,3,-4/3,0.000,0.000,0.000,0.000,19.000,104.500,95.000,68.400
19,PROTEIN,18849,18849,LENNY&LARRY CKIE D/CHOC 113G,12,28107,3.000,0,3,0/3,0.000,0.000,0.000,4.000,0.000,0,3,0/3,0.000,0.000,0.000,0.000,21.000,115.500,105.000,75.600
19,PROTEIN,17312,17312,LENNY&LARRY CKIE PNB 113G,12,28102,2.000,0,2,0/2,0.000,0.000,48.000,5.091,0.000,0,2,-4/2,4.000,22.000,20.000,14.400,11.000,60.500,55.000,39.600
19,PROTEIN,17313,17313,LENNY&LARRY CKIE SNICKR 113G,12,28104,3.000,0,3,0/3,0.000,0.000,36.000,21.000,0.000,0,3,-3/3,0.000,0.000,0.000,0.000,4.000,22.000,20.000,14.400
19,PROTEIN,9681,9681,QUEST BAR WH/CHOC RASP 60G,12,28234,1.000,0,1,0/1,0.000,0.000,0.000,2.800,0.000,0,1,0/1,0.000,0.000,0.000,0.000,10.000,55.000,50.000,32.700
20,TELECOMMUNICATIONS,6210,6210,TELSTRA ESSNT SMRT 2.1 4GX,1,TE003,0.000,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,0,0/0,1.000,79.000,71.818,57.450,1.000,79.000,71.818,57.450
21,ENTERTAINMENT,23140,23140,FUSE AIRBUDZ II WHITE,1,AFS-AIRBUDZII-WHT,2.000,2,0,2/0,0.000,0.000,2.000,28.000,0.000,0,0,-4/0,0.000,0.000,0.000,0.000,2.000,100.000,90.909,56.340
21,ENTERTAINMENT,19924,19924,WNT 3IN1 CHRG SYNC 1M CABLE,1,PWT-3in1,2.000,2,0,2/0,0.000,0.000,0.000,28.000,0.000,0,0,-2/0,0.000,0.000,0.000,0.000,2.000,60.000,54.545,34.980
21,ENTERTAINMENT,10089,10089,WNT LIGHTNING 3M BLUE CABLE,1,PWT-SL3M BLU,5.000,5,0,5/0,0.000,0.000,2.000,70.000,0.000,0,0,-7/0,0.000,0.000,0.000,0.000,2.000,60.000,54.545,37.120
21,ENTERTAINMENT,5738,5738,WNT LIGHTNING BLACK CABLE,1,PWT SL BLK,2.000,2,0,2/0,0.000,0.000,0.000,28.000,0.000,0,0,-2/0,0.000,0.000,0.000,0.000,2.000,44.000,40.000,31.900
21,ENTERTAINMENT,23120,23120,WNT PD USB-C TO USB-C,1,PWT-FCSUSBC-BLK,0.000,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,0,0/0,0.000,0.000,0.000,0.000,2.000,52.000,47.273,29.460
21,ENTERTAINMENT,23129,23129,WNT PD WALL CHARGER,1,PWT-FCAC30W,1.000,1,0,1/0,0.000,0.000,4.000,9.333,0.000,0,0,-5/0,0.000,0.000,0.000,0.000,3.000,120.000,109.091,69.000
34,SPORT DRINKS,170,170,*DEL* ORDER PLU 789  GATORADE ORANGE 600ML,12,10000839,48.000,4,0,4/0,0.000,0.000,0.000,336.000,0.000,0,0,-4/0,1.000,5.100,4.636,1.800,4.000,20.400,18.546,7.200
34,SPORT DRINKS,20586,20586,G-ACTIVE BERRY 600ML,12,10005962,24.000,2,0,2/0,0.000,0.000,12.000,25.846,0.000,0,0,-3/0,1.000,5.100,4.636,1.800,26.000,132.600,120.546,46.800
34,SPORT DRINKS,4027,4027,GATORADE BLUE 600ML,12,10000844,16.000,1,3,1/4,0.000,0.000,0.000,448.000,0.000,0,4,-1/4,1.000,5.100,4.636,1.800,1.000,5.100,4.636,1.800
34,SPORT DRINKS,789,789,GATORADE GRAPE 600ML,12,10000842,29.000,2,4,2/5,0.000,0.000,0.000,135.333,0.000,0,5,-2/5,3.000,15.300,13.909,5.400,6.000,30.600,27.818,10.800
34,SPORT DRINKS,22608,22608,GATORADE NS BERRY 600ML,12,10006899,29.000,2,4,2/5,0.000,0.000,12.000,47.765,0.000,0,5,-3/5,9.000,45.900,41.728,16.200,17.000,86.700,78.819,30.600
34,SPORT DRINKS,20585,20585,GATORADE W/MELON 600ML,12,10000782,33.000,2,9,2/9,0.000,0.000,12.000,71.077,0.000,0,9,-3/9,3.000,15.300,13.909,5.400,13.000,66.300,60.273,23.400
34,SPORT DRINKS,2350,2350,MAXIMUS BLUE 1L,12,2246,40.000,3,4,3/4,0.000,0.000,12.000,32.000,0.000,0,4,-4/4,4.000,20.400,18.546,12.680,35.000,157.600,143.274,110.950
34,SPORT DRINKS,17957,17957,MAXIMUS GRAPE 1L,12,2313,57.000,4,9,4/9,0.000,0.000,12.000,59.111,0.000,0,9,-5/9,10.000,51.000,46.364,31.700,27.000,130.000,118.183,85.590
34,SPORT DRINKS,23975,23975,MAXIMUS LEMONADE 1L,12,2298,26.000,2,1,2/2,0.000,0.000,12.000,52.000,0.000,0,2,-3/2,1.000,5.100,4.636,3.170,14.000,65.900,59.910,44.380
34,SPORT DRINKS,19675,19675,MAXIMUS MANGO P/FRT 1L,12,2314,1.000,0,1,0/1,0.000,0.000,24.000,1.217,0.000,0,1,-2/1,15.000,69.900,63.546,47.550,23.000,108.500,98.637,72.910
34,SPORT DRINKS,23976,23976,MAXIMUS PINE/LIME 1L,12,2297,22.000,1,10,1/10,0.000,0.000,12.000,26.783,0.000,0,10,-2/10,4.000,18.960,17.237,12.680,23.000,111.560,101.419,72.910
34,SPORT DRINKS,2346,2346,MAXIMUS RED 1L,12,2248,45.000,3,9,3/9,11.000,22.000,24.000,78.750,0.000,0,11,-3/11,2.000,10.200,9.273,6.340,16.000,75.430,68.573,50.720
34,SPORT DRINKS,885,885,PWRADE B/CURRANT SIP 600ML,12,956650,63.000,5,3,5/3,0.000,0.000,0.000,84.000,0.000,0,3,-5/3,5.000,24.400,22.182,11.550,21.000,93.900,85.364,48.510
34,SPORT DRINKS,253,253,PWRADE GOLD RUSH SIP 600ML,12,958666,69.000,5,9,5/9,0.000,0.000,0.000,50.842,0.000,0,9,-5/9,10.000,45.500,41.364,23.100,38.000,171.290,155.719,87.780
34,SPORT DRINKS,604,604,PWRADE MNT BLAST SIP 600ML,12,958668,20.000,1,8,1/8,0.000,0.000,12.000,24.348,0.000,0,8,-2/8,5.000,25.500,23.182,11.550,23.000,109.600,99.637,53.130
34,SPORT DRINKS,1376,1376,PWRADE ZERO BERRY SIP 600ML,12,954349,9.000,0,9,0/9,0.000,0.000,0.000,84.000,0.000,0,9,0/9,1.000,5.100,4.636,2.310,3.000,14.200,12.909,6.930
34,SPORT DRINKS,24160,24160,SUPERBOOST GRAPE 500ML,12,401081,-1.000,0,1,0/1,0.000,0.000,0.000,-28.000,1.000,0,1,0/1,1.000,4.860,4.418,2.960,1.000,4.860,4.418,2.960
38,WATER,20590,20590,C/RIDGE WATER 1.5L,8,2589,59.000,7,3,7/3,0.000,0.000,8.000,275.333,0.000,0,3,-8/3,6.000,24.600,24.600,10.140,6.000,24.600,24.600,10.140
38,WATER,20596,20596,C/RIDGE WATER RASP 750ML,12,10005951,13.000,1,0,1/1,0.000,0.000,0.000,52.000,0.000,0,1,-1/1,0.000,0.000,0.000,0.000,7.000,26.500,24.091,12.040
38,WATER,1565,1565,CORP PUMP LEMON 750ML,20,951977,45.000,2,5,2/5,0.000,0.000,60.000,96.923,0.000,0,5,-5/5,3.000,13.800,12.545,7.200,13.000,59.800,54.363,31.200
38,WATER,23834,23834,MT FRANK SPRK LIME 375ML,20,956559,98.000,4,18,4/18,0.000,0.000,20.000,211.077,0.000,0,18,-5/18,0.000,0.000,0.000,0.000,13.000,39.000,35.455,17.680
38,WATER,23833,23833,MT FRANK SPRK RASP 375ML,20,956533,90.000,4,10,4/10,0.000,0.000,60.000,315.000,0.000,0,10,-7/10,4.000,11.400,10.364,5.440,8.000,23.400,21.273,10.880
38,WATER,1587,1587,MT FRANKLIN STILL 1.5L,8,958387,8.000,1,0,1/0,0.000,0.000,0.000,28.000,0.000,0,0,-1/0,4.000,16.400,16.400,9.320,8.000,32.800,32.800,18.640
38,WATER,1564,1564,PUMP 750ML,20,951921,14.000,0,14,0/14,0.000,0.000,40.000,28.000,0.000,0,14,-2/14,6.000,24.600,24.600,13.260,14.000,57.400,57.400,30.940
38,WATER,1563,1563,PUMP BERRY 750ML,20,951974,16.000,0,16,0/16,0.000,0.000,20.000,34.462,0.000,0,16,-1/16,4.000,18.400,16.727,9.600,13.000,59.800,54.363,31.200
38,WATER,20592,20592,VOSS STILL WATER 800ML,12,10005589,3.000,0,3,0/3,0.000,0.000,0.000,16.800,0.000,0,3,0/3,1.000,5.900,5.900,3.230,5.000,29.500,29.500,16.150
38,WATER,19539,19539,YURRAMA WATER 1.5L,8,YW1.5x8,1173.000,146,5,146/5,0.000,0.000,592.000,67.303,0.000,0,5,-220/5,125.000,289.540,289.540,102.500,488.000,1124.060,1124.060,400.160
38,WATER,19537,19537,YURRAMA WATER 600ML,20,WYU600x20,1814.000,90,14,90/14,0.000,0.000,0.000,1953.538,0.000,0,14,-90/14,12.000,18.240,18.240,5.400,26.000,40.480,40.480,11.700
